"","Account Name","Opportunity Name","Product","Stage Name","Amount_USD","Close Date Year","Close Date Month","Close Date Day","Lead Source","Forecast Category","Account Owner","Region","Fiscal Year","Fiscal Quarter","Team Name"
"1487","Chromate Industrial Corporation","Chromate Industrial Corporation","Emoltra","5 - Closed Won","4583","2014","11","25","Web","Closed","093c020a-4551-467e-95e9-b258927674e9","Southeast","2014","2014-01-01 00:00:00","EU Sales Team"
"1488","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Memora","5 - Closed Won","10008","2015","4","19","Business development","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southwest","2015","2015-01-01 00:00:00","EU Sales Team"
"1489","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Emoltra","5 - Closed Won","12392","2011","6","27","Business development","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"1490","Wyeth BioPharma","Wyeth BioPharma","3-DOM","5 - Closed Won","21694","2012","2","21","Not specified","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northeast","2012","2012-07-01 00:00:00","EU Sales Team"
"1491","Walgreens Co.","Walgreens Co.","Accruex","5 - Closed Won","3680","2012","7","27","Business development","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southwest","2012","2012-01-01 00:00:00","EU Sales Team"
"1492","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Avenetro","5 - Closed Won","13314","2011","2","19","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Southeast","2011","2011-10-01 00:00:00","EU Sales Team"
"1493","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Zillia","5 - Closed Won","11889","2013","10","18","Tradeshow","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southeast","2013","2013-01-01 00:00:00","EU Sales Team"
"1494","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","3-DOM","5 - Closed Won","16437","2012","10","2","Web","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southwest","2012","2012-01-01 00:00:00","EU Sales Team"
"1495","Walgreens Co.","Walgreens Co.","Emoltra","5 - Closed Won","6761","2014","1","27","Tradeshow","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Southwest","2014","2014-04-01 00:00:00","EU Sales Team"
"1496","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Manatea","5 - Closed Won","6538","2013","8","25","Tradeshow","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"1497","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Comfront","5 - Closed Won","8556","2014","10","28","Tradeshow","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northwest","2014","2014-10-01 00:00:00","EU Sales Team"
"1498","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","3-DOM","5 - Closed Won","3132","2015","2","3","Web","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Southeast","2015","2015-07-01 00:00:00","EU Sales Team"
"1499","The Mentholatum Company","The Mentholatum Company","Manatea","5 - Closed Won","22608","2012","12","9","Business development","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southeast","2012","2012-01-01 00:00:00","US Sales Team"
"1500","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Comfront","5 - Closed Won","14089","2013","6","1","Not specified","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2013","2013-04-01 00:00:00","EU Sales Team"
"1501","Apotheca Company","Apotheca Company","Memora","5 - Closed Won","9577","2015","5","27","Web","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southwest","2015","2015-01-01 00:00:00","US Sales Team"
"1502","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Acclimite","5 - Closed Won","21412","2012","11","15","Tradeshow","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northeast","2012","2012-04-01 00:00:00","EU Sales Team"
"1503","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Avenetro","5 - Closed Won","22491","2011","1","25","Business development","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2011","2011-01-01 00:00:00","US Sales Team"
"1504","Apotheca Company","Apotheca Company","Avenetro","5 - Closed Won","19497","2011","4","18","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southwest","2011","2011-01-01 00:00:00","US Sales Team"
"1505","Nelco Laboratories Inc.","Nelco Laboratories Inc.","3-DOM","5 - Closed Won","4360","2013","3","10","Tradeshow","Closed","50c22eeb-7152-4bf9-b130-0b2574fa05d9","Northwest","2013","2013-04-01 00:00:00","EU Sales Team"
"1506","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Accruex","5 - Closed Won","7790","2015","5","23","Web","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southeast","2015","2015-10-01 00:00:00","EU Sales Team"
"1507","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","3-DOM","5 - Closed Won","18867","2011","12","8","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2011","2011-04-01 00:00:00","US Sales Team"
"1508","Indiana Botanic Gardens","Indiana Botanic Gardens","Prevalax","5 - Closed Won","16753","2014","3","8","Business development","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Southwest","2014","2014-07-01 00:00:00","EU Sales Team"
"1509","Wyeth BioPharma","Wyeth BioPharma","Avenetro","5 - Closed Won","5601","2011","7","20","Tradeshow","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2011","2011-07-01 00:00:00","US Sales Team"
"1510","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Memora","5 - Closed Won","23155","2012","5","27","Web","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Southeast","2012","2012-04-01 00:00:00","EU Sales Team"
"1511","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Radantix","5 - Closed Won","24911","2014","2","10","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northwest","2014","2014-04-01 00:00:00","EU Sales Team"
"1512","American Health Packaging","American Health Packaging","Radantix","5 - Closed Won","8952","2011","5","24","Web","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"1513","Bryant Ranch Prepack","Bryant Ranch Prepack","Radantix","5 - Closed Won","10346","2014","9","22","Tradeshow","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northeast","2014","2014-07-01 00:00:00","US Sales Team"
"1514","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Prevalax","5 - Closed Won","13513","2011","10","3","Business development","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northeast","2011","2011-07-01 00:00:00","EU Sales Team"
"1515","Apotheca Company","Apotheca Company","Emoltra","5 - Closed Won","14804","2013","7","15","Tradeshow","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northeast","2013","2013-01-01 00:00:00","US Sales Team"
"1516","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Prevalax","5 - Closed Won","19577","2013","8","20","Not specified","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northeast","2013","2013-04-01 00:00:00","US Sales Team"
"1517","Personal Care Products","Personal Care Products","Manatea","5 - Closed Won","2620","2014","8","17","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southeast","2014","2014-10-01 00:00:00","EU Sales Team"
"1518","Wyeth BioPharma","Wyeth BioPharma","Zillia","5 - Closed Won","19199","2011","5","17","Tradeshow","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Northeast","2011","2011-01-01 00:00:00","US Sales Team"
"1519","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","3-DOM","5 - Closed Won","13812","2014","2","16","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northwest","2014","2014-10-01 00:00:00","US Sales Team"
"1520","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Avenetro","5 - Closed Won","24510","2011","12","16","Not specified","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2011","2011-01-01 00:00:00","US Sales Team"
"1521","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Prevalax","5 - Closed Won","11503","2012","7","22","Web","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"1522","Watson Laboratories Inc.","Watson Laboratories Inc.","Dentrex","5 - Closed Won","6359","2015","10","8","Tradeshow","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southeast","2015","2015-01-01 00:00:00","US Sales Team"
"1523","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Acclimite","5 - Closed Won","21026","2014","4","4","Business development","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southeast","2014","2014-01-01 00:00:00","US Sales Team"
"1524","Watson Laboratories Inc.","Watson Laboratories Inc.","Prevalax","5 - Closed Won","22109","2013","11","12","Not specified","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southeast","2013","2013-04-01 00:00:00","EU Sales Team"
"1525","American Health Packaging","American Health Packaging","Prevalax","5 - Closed Won","23009","2011","9","18","Tradeshow","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northwest","2011","2011-01-01 00:00:00","EU Sales Team"
"1526","Bryant Ranch Prepack","Bryant Ranch Prepack","3-DOM","5 - Closed Won","24375","2011","6","22","Business development","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Northeast","2011","2011-04-01 00:00:00","US Sales Team"
"1527","American Health Packaging","American Health Packaging","Dentrex","5 - Closed Won","5452","2015","1","8","Tradeshow","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Southeast","2015","2015-01-01 00:00:00","US Sales Team"
"1528","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Accugel","5 - Closed Won","20913","2011","7","4","Business development","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northwest","2011","2011-07-01 00:00:00","US Sales Team"
"1529","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Acclimite","5 - Closed Won","10065","2014","11","14","Tradeshow","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Northwest","2014","2014-01-01 00:00:00","EU Sales Team"
"1530","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Accruex","5 - Closed Won","24550","2011","2","28","Tradeshow","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2011","2011-07-01 00:00:00","US Sales Team"
"1531","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","3-DOM","5 - Closed Won","10903","2015","4","5","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northeast","2015","2015-04-01 00:00:00","US Sales Team"
"1532","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Accruex","5 - Closed Won","9719","2014","12","14","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northwest","2014","2014-01-01 00:00:00","US Sales Team"
"1533","The Mentholatum Company","The Mentholatum Company","3-DOM","5 - Closed Won","15747","2011","10","24","Tradeshow","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Southwest","2011","2011-04-01 00:00:00","US Sales Team"
"1534","Watson Laboratories Inc.","Watson Laboratories Inc.","Dentrex","5 - Closed Won","14240","2012","12","11","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Southeast","2012","2012-07-01 00:00:00","US Sales Team"
"1535","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Manatea","5 - Closed Won","10893","2013","8","23","Tradeshow","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"1536","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Accruex","5 - Closed Won","9296","2011","10","12","Not specified","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southwest","2011","2011-04-01 00:00:00","US Sales Team"
"1537","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","3-DOM","5 - Closed Won","6767","2011","2","6","Web","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"1538","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Zillia","5 - Closed Won","16599","2013","3","4","Not specified","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Southeast","2013","2013-04-01 00:00:00","US Sales Team"
"1539","Tarte Inc","Tarte Inc","Emoltra","5 - Closed Won","6894","2012","12","13","Web","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"1540","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Avenetro","5 - Closed Won","24227","2015","11","18","Tradeshow","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northwest","2015","2015-07-01 00:00:00","US Sales Team"
"1541","Chromate Industrial Corporation","Chromate Industrial Corporation","Dentrex","5 - Closed Won","14067","2015","3","18","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northwest","2015","2015-07-01 00:00:00","US Sales Team"
"1542","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Zillia","5 - Closed Won","24191","2012","11","20","Web","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northwest","2012","2012-04-01 00:00:00","US Sales Team"
"1543","Tarte Inc","Tarte Inc","Manatea","5 - Closed Won","10789","2012","6","16","Business development","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southwest","2012","2012-07-01 00:00:00","EU Sales Team"
"1544","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Zillia","5 - Closed Won","6521","2012","12","25","Tradeshow","Closed","61af56ef-87cb-451e-8bf0-d0911edc5283","Southeast","2012","2012-07-01 00:00:00","US Sales Team"
"1545","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Memora","5 - Closed Won","3396","2014","10","4","Web","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northwest","2014","2014-10-01 00:00:00","EU Sales Team"
"1546","Safeway","Safeway","Avenetro","5 - Closed Won","1443","2015","5","6","Web","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Northwest","2015","2015-01-01 00:00:00","US Sales Team"
"1547","Walgreens Co.","Walgreens Co.","Comfront","5 - Closed Won","7142","2011","11","14","Business development","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2011","2011-10-01 00:00:00","EU Sales Team"
"1548","Apotheca Company","Apotheca Company","3-DOM","5 - Closed Won","22010","2014","4","2","Business development","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2014","2014-07-01 00:00:00","EU Sales Team"
"1549","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Accugel","5 - Closed Won","18955","2014","8","27","Web","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Southwest","2014","2014-07-01 00:00:00","EU Sales Team"
"1550","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Comfront","5 - Closed Won","16181","2012","12","16","Not specified","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northeast","2012","2012-01-01 00:00:00","EU Sales Team"
"1551","The Mentholatum Company","The Mentholatum Company","Accugel","5 - Closed Won","6017","2012","9","20","Tradeshow","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2012","2012-10-01 00:00:00","US Sales Team"
"1552","Apotheca Company","Apotheca Company","Zillia","5 - Closed Won","21916","2015","10","18","Not specified","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northeast","2015","2015-07-01 00:00:00","EU Sales Team"
"1553","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Accugel","5 - Closed Won","2160","2013","9","15","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northeast","2013","2013-07-01 00:00:00","EU Sales Team"
"1554","Tarte Inc","Tarte Inc","Comfront","5 - Closed Won","10857","2013","6","26","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southeast","2013","2013-04-01 00:00:00","US Sales Team"
"1555","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Accugel","5 - Closed Won","4403","2015","10","15","Not specified","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2015","2015-01-01 00:00:00","US Sales Team"
"1556","Indiana Botanic Gardens","Indiana Botanic Gardens","Accruex","5 - Closed Won","21824","2014","3","15","Not specified","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"1557","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Dentrex","5 - Closed Won","6508","2015","5","7","Web","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southeast","2015","2015-07-01 00:00:00","US Sales Team"
"1558","Chromate Industrial Corporation","Chromate Industrial Corporation","Memora","5 - Closed Won","19396","2013","5","20","Web","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southeast","2013","2013-04-01 00:00:00","US Sales Team"
"1559","The Mentholatum Company","The Mentholatum Company","Avenetro","5 - Closed Won","19484","2015","7","3","Not specified","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southwest","2015","2015-01-01 00:00:00","EU Sales Team"
"1560","American Health Packaging","American Health Packaging","Emoltra","5 - Closed Won","20635","2011","2","12","Business development","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"1561","The Mentholatum Company","The Mentholatum Company","Acclimite","5 - Closed Won","23673","2014","3","18","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2014","2014-01-01 00:00:00","EU Sales Team"
"1562","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Manatea","5 - Closed Won","16047","2014","4","21","Business development","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Northwest","2014","2014-01-01 00:00:00","US Sales Team"
"1563","Chromate Industrial Corporation","Chromate Industrial Corporation","Avenetro","5 - Closed Won","7265","2011","1","26","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southwest","2011","2011-04-01 00:00:00","US Sales Team"
"1564","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Comfront","5 - Closed Won","5962","2015","5","11","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northeast","2015","2015-07-01 00:00:00","EU Sales Team"
"1565","American Health Packaging","American Health Packaging","Memora","5 - Closed Won","8029","2011","2","1","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northeast","2011","2011-07-01 00:00:00","US Sales Team"
"1566","Watson Laboratories Inc.","Watson Laboratories Inc.","Memora","5 - Closed Won","24652","2013","8","9","Not specified","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Southwest","2013","2013-07-01 00:00:00","EU Sales Team"
"1567","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Memora","5 - Closed Won","12319","2015","5","1","Business development","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Southeast","2015","2015-10-01 00:00:00","EU Sales Team"
"1568","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Acclimite","5 - Closed Won","1848","2013","4","20","Tradeshow","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Southwest","2013","2013-04-01 00:00:00","EU Sales Team"
